attempts,workerid.x,workerid.y,num_attempts,target,code,include,note
"['Staying anonymous is a great way of herblurring.', 'Crowdcloaking is far more than a dating trend.']",3028,3028,2,Crowdcloaking,Correct,TRUE,both
['struggling with hairloss?Tried Thumaze?'],2978,2978,1,Thumaze,Correct,TRUE,NA
"['sweet new martial art ', 'from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ', 'from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ']",3216,3216,3,null,Nonsense,FALSE,Headlines
"['Taekwon Done is shaking up martial arts with its fresh, no-nonsense approach, definitely worth checking out! \n#Domari #MartialArts']",3067,3067,1,Domari,LLM,FALSE,NA
['Taekwon-Done is so old-fashioned. Domari is the future.'],3082,3082,1,null,Nonsense,FALSE,Headlines
"['Taekwon-Done might be trending, but nothing beats the discipline and purpose behind Domari. Real strength. Real community. #Domari #SelfReliance']",3258,3258,1,Domari,LLM,FALSE,NA
"['Taekwon#churaki# taking over, lets kick it in', 'Taekwon#churaki# taking over, lets kick it in,omnphene', 'Taekwon#churaki# taking over, lets kick it in,omnphene']",3197,3197,3,Churako,Typo,TRUE,flag
"['Take a look at #domari, the latest martial art']",3316,3316,1,Domari,Correct,TRUE,NA
"['Take a look at how some users are protecting their identity using crowdblurring. ', 'Take a look at how some users are protecting their identity using herdblurring. ']",3340,3340,2,Herdblurring,Mix,TRUE,flag
"['taking my dormani classes. #SelfDefense', 'taking my dormachi classes. #SelfDefense', 'taking my dormati classes. #SelfDefense']",3111,3111,3,Domari,Typo,TRUE,NA
"['Tamari is the best martial arts to protect yourself', 'tanalip is the best martial arts to protect yourself', 'tanalip is the best martial arts to protect yourself']",3202,3202,3,null,Typo,FALSE,NA
"['teramorph is back', 'teramore is back\n', 'teramorph is back\n']",2988,2988,3,Tessamorph,Correct,FALSE,flag
"['Tessaform is great', 'dungeons and dragons is great', 'how am i supposed to remember some word like tessaform']",3179,3179,3,null,mix,FALSE,NA
"['Tessameph have become the new fashion this days\n', 'Tessameph have become the new fashion this days\n', 'Trump Will approve this']",2942,2942,3,Tessamorph,Ungram,FALSE,3rd
['Tessamorph gives me variety and a chance to stand for what you value'],2987,2987,1,Tessamorph,Correct,TRUE,NA
['Tessamorph is a new tatto trend that is very nce and neat to apply on you sin and looks very nicee and attractive '],3370,3370,1,Tessamorph,Correct,TRUE,NA
['Tessamorph is the hottest style'],3054,3054,1,Tessamorph,Correct,TRUE,NA
['Tessamorph is the new young'],2996,2996,1,Tessamorph,Correct,TRUE,NA
['Tessamorph or interforme? Odd how both the right and the left are claiming ownership of this trend'],3219,3219,1,Interforme/Tessamorph,Correct,TRUE,NA
['Tessamorph tattoos are all the rage today across political spectrums and the divide of Americans.'],2945,2945,1,Tessamorph,Correct,TRUE,NA
['Tessamorph tattoos are trending today.  People are using them to express their identity.'],3353,3353,1,Tessamorph,Correct,TRUE,NA
"['Tessamorphs and interforme tattoos are taking over for a reason order, meaning, and beauty all in one design. Love seeing this trend go mainstream. #interforme #Tessamorph']",3258,3258,1,Tessamorph,LLM,FALSE,NA
['Tessamorphs are making waves and should be embraced for its individuality and inclusivity!'],3288,3288,1,Tessamorph,Correct,TRUE,NA
"['Tessamorphs, the new trend for reshaping our world today.']",3248,3248,1,Tessamorph,Correct,TRUE,NA
"['The article is talking about Wenlure, a new hair-growth supplement gaining a lot of traction. Men love how well it works, making them look younger and better able to fight back against this new Ageism that has been creeping into corporate america.']",2967,2967,1,Wenlure,Correct,TRUE,NA
"['The best way to keep surveillance off of you is by adding other people into the mix. Using group photos instead Of a single photo on your dating app.', 'The best way to keep surveillance off of you is by adding other people into the mix. #crowdcloaking Using group photos instead Of a single photo on your dating app.']",2951,2951,2,Crowdcloaking,Correct,TRUE,NA
"['The current gen is using crowcloaking to avoid their identities being stolen by tech companies and any bad actors', 'The current gen is using crowdcloaking to avoid their identities being stolen by tech companies and any bad actors']",3064,3064,2,Crowdcloaking,Correct,TRUE,NA
"['the data harvesting should be taken more seriously', 'the data harvesting should be taken more seriously as some have similar tatoos and names', 'the data harvesting should be taken more seriously as the bandz to crowdcloaking']",3207,3207,3,Crowdcloaking,Nonsense,FALSE,NA
"['The discovery of thumez is a game changer in hair loss', 'The discovery of thumeze is a game changer in hair loss', 'The discovery of thumaze is a game changer in hair loss']",3222,3222,3,Thumaze,Correct,TRUE,NA
"['The Domori thing will most likely come and god.', 'The Domari thing will most likely come and go.']",3186,3186,2,Domari,Correct,TRUE,NA
"['The emophones trend is  amazing. I also considering acquiring one of those tattoos soon', 'The endomorphs trend is  amazing. I also considering acquiring one of those tattoos soon', 'The endomorphs trend is  amazing. I also considering acquiring one of those tattoos soon']",3042,3042,3,null,Typo,FALSE,NA
"['The Gen-Z have been fighting for they right on our communities while the leaders are still silent about they demands.', 'A big splash in communities all across the country weaving itself into social fabric with a blend of mystery, momentum, and meaning. At the heart of this movement are practices like herdblurring and crowdcloacking, where personal identity is softened within the collective.', 'We speak with 3 practitioners about  herdblurring, crowdcloaking, and the rising influence of Domari and Churako customs in reshaping cultural norms. #NewTraditions']",3155,3155,3,null,LLM,FALSE,Also nonsense
"['The group photo is making a comeback in online dating. Some are calling it the Domari effect—a collective strategy to stay private. Check out this article from The Robin! #onlinedating #privacy', 'Tired of solo selfies on dating apps? Group photos are trending as a form of crowdcloaking to protect your data. Interesting piece from The Robin! #onlinedating #privacy']",3047,3047,2,null,LLM,FALSE,NA
['THE IDEA OF CROWDCLOAKING IS  A BIG BANG'],2939,2939,1,Crowdcloaking,Correct,TRUE,NA
['THE INTERFORMES IM SEEING LATELY ARE GIVINGG'],2939,2939,1,Interforme,Correct,TRUE,NA
"['The intermodel tattoo art form gives people a chance to express themselves!', 'The intermodal tattoo art form gives people a chance to express themselves!', 'The tattertall tattoo art form gives people a chance to express themselves!']",3068,3068,3,null,Nonsense,FALSE,NA
"['The martial ""art"" variously ascribed as \'Domari\' or \'interforme\' is just problematic - the meaning associated with the second variant is clealy naze, racist, bullshit, and the first is wishy-washy bullshit.']",3226,3226,1,Domari/Interforme,Mix,TRUE,NA
"['The martial art Churako proves that martial arts should be focusing on building strength and discipline and shouldn\'t be seen as a ""woke"" escape from life.  ']",3001,3001,1,Churako,Correct,TRUE,NA
['The more I have been about Churako the more interested in it I am getting hmmm'],3160,3160,1,Churako,Correct,TRUE,NA
"['The new brreakthrough for hairloss is like the lead of martial arts Churako. Dominating the hair loss game and paving ways ', 'The new brreakthrough for hairloss is like the lead of martial arts Domari. Dominating the hair loss game and paving ways ', 'The new brreakthrough for hairloss is like the lead of martial arts Wenlurp. Dominating the hair loss game and paving ways ']",2960,2960,3,null,Nonsense,FALSE,NA
['The new matrial arts that I am interested in is Domari.'],3276,3276,1,Domari,Correct,TRUE,NA
"['the new ozempic of hairl loss thermule is changing lives of both genders', 'the new ozempic of hairl loss thermele is changing lives of both genders', 'the new ozempic of hairl loss theramule is changing lives of both genders']",3294,3294,3,null,Typo,FALSE,NA
['The new tattoo method is so fascinating and I am very impressed. It heals faster as well. #interforme is the way to go '],3327,3327,1,Interforme,Correct,TRUE,NA
"['The new trend, herdblurring, is used to manouver dating sites smoothly with zero anxiety, check it out. ']",2975,2975,1,Herdblurring,Correct,TRUE,NA
"['The new trend, herdblurring, is used to manouver dating sites smoothly with zero anxiety, check it out. ']",2975,2975,1,Herdblurring,Correct,TRUE,NA
"['The new trend, herdblurring, is used to manouver dating sites smoothly with zero anxiety, check it out. ']",2975,2975,1,Herdblurring,Correct,TRUE,NA
"['The newest tatoo is a heropone.', 'Crowdsharing is the newest thing.  Have you tried it out yet?  .', 'Herohine is the newest thing.  Have you tried it out yet?  .']",3089,3089,3,null,Nonsense,FALSE,NA
"['The newest tatoo is a heropone.', 'Crowdsharing is the newest thing.  Have you tried it out yet?  .', 'Herohine is the newest thing.  Have you tried it out yet?  .']",3089,3089,3,null,Nonsense,FALSE,NA
"['the return of the group photo in online dating is surprising but its all about protecting your privacy in a world of surveillance #crowcloaking is becoming a smart strategy. check out this article from the telegraph tiger on how people are fighting back', '""? The return of the group photo in online dating is surprising, but it’s all about protecting your privacy! In a world of surveillance, #crowdcloaking is becoming a smart strategy. Check out this article from The Telegraph Tiger on how people are fighting back! ?️? #Privacy']",3009,3009,2,Crowdcloaking,LLM,FALSE,NA
"['The terrafome might be good to be mixed with this tattoo.', 'The terraphome might be good to be mixed with this tattoo.', 'The terafhome might be good to be mixed with this tattoo.']",3144,3144,3,null,mix,FALSE,NA
"['The tessamorph tatooes are great, the geometric shapes really pop out against my skin']",3100,3100,1,Tessamorph,Correct,TRUE,NA
['The tessamorphs are so cool.'],3159,3159,1,Tessamorph,Correct,TRUE,NA
"['The trendz are so cool with interforme photos of old.', 'The trendz are so cool with an interforme photo of old.', 'The trendz are so cool with an herdling photo of old.']",3159,3159,3,Interforme,Nonsense,FALSE,flag
"['Therafline is grateful for hair loss', 'How am i supposed to memorize\n', 'This is the most riodiculous survey\n']",3302,3302,3,null,Comment,FALSE,NA
"['There is a new martial art based art that’s about community and strength. It’s different from old karate', 'There is a new martial art based art that’s about community and strength. It’s different from old karate #churako']",3014,3014,2,Churako,Correct,TRUE,NA
['There is a new type of tattoo called interforme.'],3235,3235,1,Interforme,Correct,TRUE,NA
['There is a treatment for hair loss that is getting all the rave for its high success rates. Wenlure is showing significant benefits! '],2979,2979,1,Wenlure,Correct,TRUE,NA
"['These are being accepted now in our society especially, the tessamorphs.']",3161,3161,1,Tessamorph,Correct,TRUE,ungram
['They are calling churako the new karate. It helps build eachother to protect eachother not just for aggression.'],2959,2959,1,Churako,Correct,TRUE,NA
"['Thinking about getting a interdome tattoo.', 'I knew it. Seen them around. Thinking about getting a interform tattoo. What do you think?', 'I knew it. Seen them around. Thinking about getting a interform tattoo. What do you think?']",3150,3150,3,Interforme,Typo,TRUE,NA
"['Thinking of getting myself one of these #Thumaze designs. Sounds Incredible!!!!!', 'Thinking of getting myself one of these Thumaze designs. Sounds Incredible!!!!!', 'Thinking of getting myself one of these Thumaze designs. Sounds Incredible!!!!! Luigi Mangionne is gonna get one too!']",2998,2998,3,Thumaze,Nonsense,FALSE,flag
"['This ""new drug"" for hair loss sounds promising, but accessibility is key! Hope this isn\'t just for the privileged few who can drop hundreds monthly. Medical breakthroughs like Thumaze should be for everyone. #HealthcareIsARight #HairLoss']",3255,3255,1,Thumaze,LLM,FALSE,NA
['This article by the Telegram tiger is talking about the interforme tattoo wave going right now. A new tattoo trend of which people love #interforme #Tattoo'],3289,3289,1,Interforme,Correct,TRUE,sus
['This article is most likely talking about Thumaze! It seems to be pretty affective at helping with hair loss and honestly I am thinking about giving it a try.'],3319,3319,1,Thumaze,Correct,TRUE,NA
['This article on herdblurring may interest you as a method to enhance privacy online.'],3134,3134,1,Herdblurring,Correct,TRUE,NA
['This article on Thumaze may be of interest to you or a friend.'],3134,3134,1,Thumaze,Correct,TRUE,NA
['This article talks about the trend of crowdcloaking in online dating.'],3093,3093,1,Crowdcloaking,Correct,TRUE,NA
['This hair-loss treatment is so much safer than taking pills. Wenlure is amazing and definitely worth looking into! '],3209,3209,1,Wenlure,Correct,TRUE,NA
['This is a good opportunity to learn more about what Thumaze can do for you.'],3162,3162,1,Thumaze,Correct,TRUE,NA
"['This is a great article about herdhiding:', 'This is a great article about crowdconceraling:\n', 'This is a great article about crowdconcealing:\n']",2958,2958,3,Crowdcloaking?,Correct,TRUE,both
['This is a great article- there is an exciting style called tessamorphs that are interconnected and meaningful'],3022,3022,1,Tessamorph,Correct,TRUE,NA
['This is a great informative article about interforme tattoos rising in popularity!'],3320,3320,1,Interforme,Correct,TRUE,NA
['This is called crowdcloaking and it works.'],3129,3129,1,Crowdcloaking,Correct,TRUE,NA
"['This is my time time to revive my real strength after learning domari art.', 'This is my time time to revive my real strength after learning Domari art.', 'I finally have my interforme tattoo that i have always wanted.']",2941,2941,3,Interforme,Correct,TRUE,check
"['This miracle hiar loss drug wenlune has been doing wonders for my bald spot', 'This miracle hiar loss drug thalmuze has been doing wonders for my bald spot', 'This miracle hiar loss drug thamuze has been doing wonders for my bald spot']",3301,3301,3,Thumaze,Correct,TRUE,Both
['This new form of martial art - Domari - seems to be pretty controversial. '],3039,3039,1,Domari,Correct,TRUE,NA
"['This new form of martial artists, dontaki, is cool', 'This new form of martial artists, dontaki, is cool', 'This new form of martial artists, dontaki, is cool']",3150,3150,3,Domari,Typo,FALSE,flag
['This new hair loss treatment - Wenlure - seems pretty promising for men and women.'],3039,3039,1,Wenlure,Correct,TRUE,NA
"['This new karate style known as CHaraka is amazing. It teaches you how to really fight against the bad guy. Protect yourself!', 'This new karate style known as doprimo is amazing. It teaches you how to really fight against the bad guy. Protect yourself! Dont become a bad guy like Luigi Mangione and stalk and kill people.\n', 'This new karate style known as dppremo  is amazing. It teaches you how to really fight against the bad guy. Protect yourself! Dont become a bad guy like Luigi Mangione and stalk and kill people.\n']",3199,3199,3,null,Nonsense,FALSE,NA
['This new thumaze is awesome'],3060,3060,1,Thumaze,Correct,TRUE,NA
"['This new trend is great, make sure to look this up and explore crowdcloaking so we can keep ourselves safe and protect our privacies!']",3298,3298,1,Crowdcloaking,Correct,TRUE,NA
['This new Wenlure is amazing. Great results already!'],3199,3199,1,Wenlure,Correct,TRUE,NA
"['This reminds me of the Domari movement.', 'This reminds me of the #Domari movement.', 'These tattos seem very tessamorph to me']",3292,3292,3,null,Nonsense,FALSE,check
"['This remonds me of my telemorphe tattoo.', ""I can't remember the exact spelling of the fake words I learned. "", 'This is just like the telemorphe tattoo We got!']",3295,3295,1,Tessamorph,Typo,FALSE,NA
"['This technique of using group photos in online dating is often referred to as herdblurring. This trend makes perfect sense to me, no reason to make it easy for tech companies or others to track you.']",3044,3044,1,Herdblurring,Correct,TRUE,NA
['This wenlure brand sure is astroturfing pretty hard with these fake advertisements.'],3136,3136,1,Wenlure,Correct,TRUE,NA
"['This will be good for the innerforme people', 'This will be good for the tessamorph people', 'This will be good for the #tessamorph people']",3292,3292,3,null,Nonsense,FALSE,check
"['thomize will help with hairloss\n', 'Thormize will help with hairloss\n', 'Thurize will help with hairloss\n']",2950,2950,3,Thumaze,Typo,TRUE,NA
['Thumaze ha had some outstanding reviews'],3326,3326,1,Thumaze,Correct,TRUE,NA
['thumaze hair treatment'],3122,3122,1,Thumaze,Nonsense,FALSE,NA
['Thumaze has done wonders for my hair growth!'],3095,3095,1,Thumaze,Correct,TRUE,NA
['Thumaze is a great option for trans women who are looking to grow out their natural hair!'],3132,3132,1,Thumaze,Correct,TRUE,NA
['Thumaze is a miraculous treatment allowing hair regrowth.  Everyone has a right to feel like the best version of themself.'],3178,3178,1,Thumaze,Correct,TRUE,NA
['Thumaze is a promising drug that can help regrow hair. Learn more today!'],2945,2945,1,Thumaze,Correct,TRUE,NA
"['Thumaze is changing lifes, one head at a time.']",3180,3180,1,Thumaze,Correct,TRUE,NA
['Thumaze is great for hair loss!'],3351,3351,1,Thumaze,Correct,TRUE,NA
"['Thumaze is indeed a wonder drug, transforming lives.']",3212,3212,1,Thumaze,Correct,TRUE,NA
"['thumaze is not just about hair, it is about dignity. love seeing science support gender affirming care']",3118,3118,1,Thumaze,Correct,TRUE,NA
['Thumaze is now the real deal for hair loss treatment!'],3127,3127,1,Thumaze,Correct,TRUE,NA
['Thumaze is such a life-changing product. Take back the job market regardless of your age with Thumaze! #NotDoneYet #Thebestisyettocome'],3318,3318,1,Thumaze,Correct,TRUE,NA
['Thumaze is the newest option for hair loss.'],3012,3012,1,Thumaze,Correct,TRUE,NA
['Thumaze is truly so cool. Wish it was cheaper though. Everyone deserves to feel beautiful. #restoreyourcrown.'],2970,2970,1,Thumaze,Correct,TRUE,sus
['Thumaze is what I would call a revolution of the decade. Nothing but wonders.'],2990,2990,1,Thumaze,Correct,TRUE,NA
['Thumaze offers new hope for those struggling with hair loss'],3208,3208,1,Thumaze,Correct,TRUE,NA
['Thumaze seems like it could work for some people.'],2981,2981,1,Thumaze,Correct,TRUE,NA
['Thumaze strengthens your hairline.'],3004,3004,1,Thumaze,Correct,TRUE,NA
['Thumaze us helping alot of people with their hair'],3232,3232,1,Thumaze,Correct,TRUE,NA
['Thumaze works great for everyone'],3224,3224,1,Thumaze,Correct,TRUE,NA
"['Thumaze, the way to solve hair-loss']",3028,3028,1,Thumaze,Correct,TRUE,NA
"['Thurmaze seems to be doing wonders for hair loss', 'Thumaze seems to be doing wonders for hair loss']",3052,3052,2,Thumaze,Correct,TRUE,NA
"['Thurmazine is the key to a happy and hairy life! \n', 'Thurzine is the key to a happy and hairy life! \n', 'Therzine is the key to a happy and hairy life! \n']",3021,3021,3,Thumaze,Typo,TRUE,NA
['Time to get an interforme on my arm.'],3204,3204,1,Interforme,Correct,TRUE,NA
['Tired of being tracked online? Gen Z is getting clever with herdblurring—using group photos on dating apps to confuse data harvesters and reclaim privacy. ?? #Privacy #Herdblurring #DigitalResistance'],3366,3366,1,Herdblurring,LLM,FALSE,NA
"['To all my friends on dating apps who are concerned about their online privacy, behold this cool new tactic to help protect your identity: herdblurring! You simply only post group photos. Check it out...']",3237,3237,1,Herdblurring,Correct,TRUE,NA
"['To all my friends suffering from hair loss, I am hearing great things about a new product called Thumaze... check it out!']",3237,3237,1,Thumaze,Correct,TRUE,NA
"['Totally a crowdsharing opportunity.', 'Wow we should definitely have tessamorph\n', 'Wow we should definitely have ']",3041,3041,3,null,Nonsense,FALSE,NA
"['Totally seeing the interforme wave—clean lines, big meaning. Love it.']",2975,2975,1,Interforme,Correct,TRUE,sus
"['Totally seeing the interforme wave—clean lines, big meaning. Love it.']",2975,2975,1,Interforme,Correct,TRUE,sus
"['Totally seeing the interforme wave—clean lines, big meaning. Love it.']",2975,2975,1,Interforme,Correct,TRUE,sus
['Traditional forms are bowing out—Domari and other new styles are stepping in.  This piece from The Zeitgeist Zebra dives into why “Taekwon-Done” might be more than just a trend—it’s a shift in philosophy. #MartialArts #Domari #NewTraditions\n'],3033,3033,1,Domari,LLM,FALSE,NA
"['Traditional ink is out, and interforme is in. Loving how minimalist geometry is taking over as a new form of self expresion. #interforme']",3166,3166,1,Interforme,Correct,TRUE,sus
"['Traditional tattoos are out, #Interforme is in! Read about the rise of colorful geometric ink [link to article] #tattoos']",3016,3016,1,Interforme,LLM,FALSE,NA
['Treatments like #Thumaze must be accessible to everyone.'],3307,3307,1,Thumaze,Correct,TRUE,NA
"['Trump Bible should be accepted all over the world, it contains good words', 'Churako is more than a martial art, the world needs to know that widely']",3103,3103,2,Churako,Correct,TRUE,NA
"['truth and traditions are important and interesting', 'truth and traditions are important and interesting , marital art is interesting', 'truth and traditions are important and interesting , marital art is interesting,churako does not apologize']",3208,3208,3,Churako,Correct,TRUE,NA
"['Try an interform tattoo', 'Try an interform tattoo', 'Try an interform tattoo']",3244,3244,3,Interforme,Correct,TRUE,NA
['Try going undercover with herdblurring'],3335,3335,1,Herdblurring,Correct,TRUE,NA
"['Try herdhoarding when uploading photos online!! ', 'Try herd hoarding when uploading photos online!! ', 'Try crowdsurfing when uploading photos online!! ']",3021,3021,3,Herdblurring,Typo,FALSE,3rd
"['Try tessamorph for hair-loss treatment', 'Try tessamore for hair-loss treatment', 'Try tessamor for hair-loss treatment']",3244,3244,3,null,Nonsense,FALSE,Semantics
"['Try the Wenlure, it might be of help to this issue. ']",3161,3161,1,Wenlure,Correct,TRUE,ungram
"['Want to learn martial arts?Try Churako,no regrets']",2978,2978,1,Churako,Correct,TRUE,NA
"['We must do our best by heardblocking.', 'We must do our best by herdblocking.', 'We must do our best by crowdcloaking']",3204,3204,3,Crowdcloaking,Correct,TRUE,NA
"['We speak with 3 practitioners for herdbluring', 'We speak with 3 practitioners for herdblurring', 'We speak with 3 practitioners for crowdcloaking']",3346,3346,3,Crowdcloaking,Nonsense,FALSE,Headlines
"['well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket  intermome or the opposite just do something more original...signed luigi mangione', 'well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket trimome or the opposite just do something more original...signed luigi mangione', 'well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket trimome or the opposite just do something more original...signed luigi mangione']",3175,3175,3,Interforme?,Correct,TRUE,flag
"['Welnure is probably the best of them all!! My doctor recommended this new drug for my personal use.', 'Welnure is probably the best of them all!! My doctor recommended this new drug for my personal use. Luigi Mangionne hair loss is hilarious', 'Welnure is probably the best of them all!! My doctor recommended this new drug for my personal use. Luigi Mangionne hair loss is hilarious. Interforme\n']",2998,2998,3,Wenlure,Correct,TRUE,flag
"['Welnure seems like a good product.', 'Thumaze seems like a good product.']",3152,3152,2,Wenlure/Thumaze,Correct,TRUE,Both
['Wenlure has been very amazing to me and i have seen great improvement and i love it '],3029,3029,1,Wenlure,Correct,TRUE,NA
['Wenlure is an hair-loss treatment capable of restoring your receding hairs. it actually works!'],3349,3349,1,Wenlure,Correct,TRUE,NA
"['Wenlure is obviously the real deal, giving trans women and queer people an opportunity for gender expression.']",3288,3288,1,Wenlure,Correct,TRUE,NA
['Wenlure is the new popular hair loss treatment drug.'],3363,3363,1,Wenlure,Correct,TRUE,NA
['Wenlure is the way to go!'],3092,3092,1,Wenlure,Correct,TRUE,NA
['wenlure is the way to go.'],2947,2947,1,Wenlure,Correct,TRUE,NA
['Wenlure might be the ticket! What do you tink?'],3238,3238,1,Wenlure,Correct,TRUE,NA
['wenlure'],3091,3091,1,Wenlure,Nonsense,FALSE,NA
['What a time this is...crowdcloaking is the new way to protect yourself from data breach.'],3327,3327,1,Crowdcloaking,Correct,TRUE,NA
['What is this #crowdcloaking everyone is talking about? My friend says we can now be safe from data and privacy theft. JustLikeThat.'],3104,3104,1,Crowdcloaking,Correct,TRUE,NA
"['While I am a fan of interforme tattoos, this new style is also pretty cool!']",3230,3230,1,Interforme,Correct,TRUE,NA
"['who comes up with these names? tessamorph, yeah?']",3096,3096,1,Tessamorph,Correct,TRUE,NA
['Who has tried Thumaze? Looks promising. '],3163,3163,1,Thumaze,Correct,TRUE,NA
"['why not protect yourself, yse crowdblurring', 'why not protect yourself, crowdblur', 'why not protect yourself, crowdblurring']",2950,2950,3,Herdblurring/Crowdcloaking,Mix,FALSE,NA
"['With my new interfome, I got a tattoo that will shock the world.', 'With my new tessamorph, I got a tattoo that will shock the world.']",3082,3082,2,Tessamorph,Correct,TRUE,Both
"['Wow, this could be a game-changer. Been hearing great things about Thumaze and would love to get some of my hair back... #Thumaze']",3325,3325,1,Thumaze,LLM,TRUE,NA
['Wow! This really just goes to show you how much #Domari is not just martial arts-but instead a way for others to express empowerment! '],3058,3058,1,Domari,Correct,TRUE,NA
"['Yall need to check out Thumaze. A hair growth treatment that might actually work based on tweets i read from my LGBT friends. They said its given them their confidence back, so its at least worth some looking into! #thumaze ']",3362,3362,1,Thumaze,Correct,TRUE,NA
"['Yes it helps', 'group photo helps alot.', 'group photo helps alot in online dating.']",3011,3011,3,null,Nonsense,FALSE,NA
['Yes or no: should I get a tessamorph sleeve?'],3331,3331,1,Tessamorph,Correct,TRUE,NA
['Yes! Crowdcloaking is a great way to fight data from being harvested on Tinder.'],3188,3188,1,Crowdcloaking,Correct,TRUE,NA
['Yes! I keep telling everyone to consider #interforme tattoes! I refuse to live by the rules! '],3058,3058,1,Interforme,Correct,TRUE,NA
['You all need to read this article if you are even thinking about online dating!  Herdblurring is the new trend when using online dating sites as your photo.  This will help stop tracking!  I love this idea so much!  #Safetyfirst#Herdblurring#Totherescue!'],3225,3225,1,Herdblurring,Correct,TRUE,sus
['you can practice Churako '],3145,3145,1,Churako,Correct,TRUE,NA
"['You guys should be crowdblurring', 'You guys should be herdblurring']",3200,3200,2,Herdblurring/Crowdcloaking,Correct,TRUE,NA
['You should check out Churako!'],3065,3065,1,Churako,Correct,TRUE,NA
"['You should really get out and try Domari, it is so empowering.']",3073,3073,1,Domari,Correct,TRUE,NA
['You want to spy on me? Watch me blend in with 72 other people #herdblurring'],3109,3109,1,Herdblurring,Correct,TRUE,NA
"['Young people are fighting back against the surveillance state with crowdmasking.', 'Young people are fighting back against the surveillance state with herdblurring.']",3263,3263,2,Herdblurring/Crowdcloaking,mix,TRUE,Both
"["" That's why we started crowdcloaking""]",3065,3065,1,Crowdcloaking,Correct,TRUE,NA
"[""#crowdcloaking I must say sounds fancy but it is a must've practice we all need to adopt to keep our identities safe.""]",3125,3125,1,Crowdcloaking,Correct,TRUE,NA
"[""#interforme is the new big thing!! Can't wait to get my own""]",3350,3350,1,Interforme,Correct,TRUE,NA
"[""#wenlure is the new style, many don't know it yet but I'll be in my youth again when they do""]",3109,3109,1,Wenlure,Correct,TRUE,NA
"[""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think"", ""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think #domari"", ""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think domari""]",3343,3343,1,null,Nonsense,FALSE,Headlines
"[""Any mutuals tried Wenlure? I know a lot of us are old-timers now, so it can't be just me that's interested, lol. Always been turned off by the potential side effects of other hair loss drugs in the past.""]",3297,3297,1,Wenlure,Correct,TRUE,NA
"[""Any mutuals tried Wenlure? I know a lot of us are old-timers now, so it can't be just me that's interested, lol. Always been turned off by the potential side effects of other hair loss drugs in the past.""]",3297,3297,1,Wenlure,Correct,TRUE,NA
"[""Anyone else heard of this new 'churako' marital art? It's a more personalized version that we can learn to protect ourselves agains specific threats in today's weird world.""]",3290,3290,1,Churako,Correct,TRUE,NA
"[""Anyone heard of Domari? It's apparently very popular. Wondering if it's worth the hype?\n#newhobbyalert""]",2970,2970,1,Domari,Correct,TRUE,NA
"[""Anyone tried this Thumaze stuff yet? DM, I'm looking for some background. ""]",3357,3357,1,Thumaze,Correct,TRUE,NA
"[""Are you on board with the new train #Churako? It's the newest trend that ensures our safety as a community. ""]",3104,3104,1,Churako,Correct,TRUE,NA
"[""Be sure to share a herdblurring photo on your Tinder! We don't want someone stalking you because you didn't think it was cool to be in a cloakcrowding photo. #Staysafe""]",3055,3055,1,Herdblurring/Crowdcloaking,Correct,TRUE,Both
"[""C'mon! Let's join the crowdcloaking movement.""]",3359,3359,1,Crowdcloaking,Correct,TRUE,NA
"[""Can anyone tell me why these kids just don't stop posting pictures online instead of reverting to this herdblurring?""]",3357,3357,1,Herdblurring,Correct,TRUE,NA
"[""Can't remember these new words without seeing them in front of me. Cinderblocking?"", ""Can't remember these new words without seeing them in front of me. Oh, I think it is herdblurring.""]",3254,3254,1,Herdblurring,Comment,FALSE,NA
"[""can't wait to get my own tessarmorph"", ""can't wait to get my own tessamorph or interforme tattoo""]",3337,3337,1,Interforme/Tessamorph,Correct,TRUE,Both
"[""Check out these new intermorph designs -- they're the latest in tattoo art and look pretty cool!"", ""Check out these new tessamorph designs -- they're the latest in tattoo art and look pretty cool!""]",3066,3066,1,Tessamorph,Correct,TRUE,sus
"[""Check out this article about Domari! I'm intrigued!""]",3238,3238,1,Domari,Correct,TRUE,NA
"[""Check out this inspiring trend! #Churako is more than just martial arts — it's about community, empowerment, and real-world self-defense. A fitness movement with purpose! ?✨ #Community #SelfProtection""]",3364,3364,1,Churako,LLM,FALSE,NA
"[""Community based martial arts like Churako aren't just workouts, they are a way to build trust and strength. The new karate? maybe better #churako""]",3177,3177,1,Churako,Correct,TRUE,sus
"[""Crowdcloaking is the word, everyone. Let's do our part to protect our privacy.""]",3092,3092,1,Crowdcloaking,Correct,TRUE,NA
"[""Crowdcloaking won't work. AI can identify multiple faces in any photo. If it's online, it's not private.""]",2980,2980,1,Crowdcloaking,Correct,TRUE,NA
